EAN;Sales;Size;SoldPrice;BoughtPrice;ItemGroupName
68415794;7;M;43;33,11;Top
59866400;5;25-30;9;6,75;Socks
90513139;6;One Size;7;4,97;Socks
28526060;5;3XS;48;36,48;Top
89984241;7;30-36;5;3,6;Socks
20082328;5;25-30;13;10,01;Socks
93271958;2;M;79;65,57;Top
17946634;0;25-30;12;9,6;Socks
55904128;2;XXS;53;37,1;Top
24732771;2;34W/34L;70;49;Pants
80848611;9;34W/34L;108;75,6;Pants
55941502;0;3XS;25;20,5;Top
39785001;8;S;27;19,98;Top
60532016;6;25-30;12;10,2;Socks
94337852;5;36DD;48;35,52;Bra
35679700;7;28W/30L;72;61,92;Pants
55904128;0;XXS;53;37,1;Top
39639736;0;36DD;46;39,56;Bra
98646419;8;32W/32L;94;78,96;Pants
83542926;7;One Size;11;9,35;Socks
40792150;9;36C;37;32,56;Bra
71323271;7;25-30;12;10,56;Socks
74866303;4;L;42;36,54;Top
24455418;4;X242S;23;16,79;Top
39597304;9;XXS;66;47,52;Top
42907883;2;30-36;11;9,46;Socks
83007387;1;M;25;18,5;Top
35679700;1;28W/30L;72;61,92;Pants
96402420;1;36C;35;30,45;Bra
80848611;4;34W/34L;108;75,6;Pants
88547337;9;32A;37;27,01;Bra
39142757;4;XL;36;30,96;Top
39785001;9;S;27;19,98;Top
21277357;6;25-30;9;7,2;Socks
50762015;2;One Size;11;9,57;Socks
40792150;1;36C;37;32,56;Bra
98646419;0;32W/32L;94;78,96;Pants
65259673;9;30-36;7;4,97;Socks
50377032;0;30-36;14;10,22;Socks
81885713;2;32W/32L;64;53,76;Pants
30948315;9;3XL;66;52,8;Top
94458957;5;28W/30L;96;83,52;Pants
56010158;4;32BB;63;51,66;Bra
30948315;3;3XL;66;52,8;Top
89542156;2;3XS;32;25,28;Top
41910364;4;25-30;6;4,98;Socks
28526060;9;3XS;48;36,48;Top
42279958;0;X242S;66;50,82;Top
71864404;8;XL;45;37,35;Top
56372134;2;One Size;14;11,76;Socks
17078879;2;32BB;40;30,8;Bra
88547337;8;32A;37;27,01;Bra
72960305;8;30-36;6;5,1;Socks
59866400;6;25-30;9;6,75;Socks
61441530;1;30W/32L;57;46,17;Pants
46744803;6;L;73;58,4;Top
64715185;6;32C;31;23,25;Bra
21269595;2;36DD;49;34,79;Bra
86524661;1;34W/34L;81;58,32;Pants
71045618;7;36W/34L;49;39,2;Pants
75592916;2;L;74;53,28;Top
58189628;5;3XS;33;27,72;Top
58744201;2;32C;45;34,2;Bra
12069170;4;32B;30;26,7;Bra
42279958;4;X242S;66;50,82;Top
89674512;2;M;70;51,1;Top
35679700;7;28W/30L;72;61,92;Pants
80276130;8;25-30;7;5,88;Socks
88120533;7;36C;41;35,26;Bra
65102804;1;X242S;72;59,76;Top
28640111;8;36DD;31;27,28;Bra
67913743;3;25-30;7;5,46;Socks
12363151;7;3XS;29;22,62;Top
68508677;6;36D;44;31,24;Bra
46744803;0;L;73;58,4;Top
37963165;2;L;75;64,5;Top
88725642;4;25-30;8;6,4;Socks
78863209;4;XL;57;44,46;Top
41168008;0;25-30;10;7,8;Socks
53026968;8;30-36;9;7,02;Socks
10510156;8;30W/32L;56;40,32;Pants
30661550;3;32A;64;53,12;Bra
80276130;1;25-30;7;5,88;Socks
32968856;4;One Size;5;4,2;Socks
24445779;5;M;55;45,65;Top
69702672;3;25-30;8;5,76;Socks
16264541;9;36D;36;27,72;Bra
35626922;5;3XL;67;55,61;Top
93271958;4;M;79;65,57;Top
60532016;0;25-30;12;10,2;Socks
28526060;6;3XS;48;36,48;Top
50762015;7;One Size;11;9,57;Socks
50398178;9;One Size;10;7,2;Socks
40487639;0;3XS;45;31,5;Top
68508677;3;36D;44;31,24;Bra
19397574;4;30W/32L;119;102,34;Pants
76521211;1;25-30;10;8,8;Socks
21562777;8;L;47;39,01;Top
90513139;2;One Size;7;4,97;Socks
67525239;3;30W/32L;62;45,26;Pants
15012921;0;M;43;32,68;Top
40310545;9;3XS;61;48,19;Top
46744803;1;L;73;58,4;Top
69702672;7;25-30;8;5,76;Socks
43749478;4;One Size;7;5,18;Socks
82550627;6;3XS;60;49,2;Top
60532016;0;25-30;12;10,2;Socks
81776879;6;36W/34L;76;62,32;Pants
59634869;9;32BB;61;48,19;Bra
40310545;4;3XS;61;48,19;Top
68689815;6;36DD;46;35,42;Bra
26626034;1;32BB;59;41,3;Bra
81298723;2;30-36;10;8;Socks
85953123;7;32W/32L;73;61,32;Pants
12547035;0;One Size;11;9,24;Socks
61369024;1;25-30;12;8,4;Socks
43825232;7;32A;42;35,28;Bra
93130180;5;28W/30L;82;64,78;Pants
39142757;7;XL;36;30,96;Top
35679700;7;28W/30L;72;61,92;Pants
84878161;5;32W/32L;75;55,5;Pants
83981664;7;S;59;44,84;Top
80276130;5;25-30;7;5,88;Socks
96402420;1;36C;35;30,45;Bra
76218121;8;30W/32L;92;77,28;Pants
71864404;8;XL;45;37,35;Top
24732771;0;34W/34L;70;49;Pants
47394035;5;M;36;30,24;Top
27350720;6;28W/30L;114;95,76;Pants
71864404;8;XL;45;37,35;Top
88120533;5;36C;41;35,26;Bra
86524661;4;34W/34L;81;58,32;Pants
38949408;0;28W/30L;65;55,9;Pants
61793969;5;32B;30;21,6;Bra
85696766;2;One Size;14;10,78;Socks
47135045;5;M;50;42;Top
40310545;5;3XS;61;48,19;Top
28673434;4;XL;52;44,72;Top
88547337;3;32A;37;27,01;Bra
10510156;7;30W/32L;56;40,32;Pants
29251150;8;30W/32L;56;48,72;Pants
87748663;2;One Size;10;7,2;Socks
16928132;1;28W/30L;118;102,66;Pants
71574686;6;30-36;14;10,78;Socks
37440646;1;36D;44;30,8;Bra
12069170;5;32B;30;26,7;Bra
39636382;9;2XL;64;53,12;Top
82550627;6;3XS;60;49,2;Top
88120533;6;36C;41;35,26;Bra
83359696;5;32W/32L;109;76,3;Pants
88120533;5;36C;41;35,26;Bra
45759707;2;M;57;40,47;Top
82945602;8;30W/32L;65;50,05;Pants
94337852;3;36DD;48;35,52;Bra
59866400;9;25-30;9;6,75;Socks
50377032;2;30-36;14;10,22;Socks
14772304;4;36C;50;38,5;Bra
16747010;3;36W/34L;83;73,04;Pants
67525239;9;30W/32L;62;45,26;Pants
49461268;1;25-30;10;7,5;Socks
52236776;3;25-30;13;9,23;Socks
75592916;8;L;74;53,28;Top
86524661;4;34W/34L;81;58,32;Pants
37440646;4;36D;44;30,8;Bra
75157219;1;36DD;44;36,08;Bra
50377032;7;30-36;14;10,22;Socks
64715185;2;32C;31;23,25;Bra
78645291;1;25-30;7;6,23;Socks
88120533;7;36C;41;35,26;Bra
39142757;5;XL;36;30,96;Top
64715185;8;32C;31;23,25;Bra
83542926;8;One Size;11;9,35;Socks
46744803;5;L;73;58,4;Top
87748663;7;One Size;10;7,2;Socks
83230777;3;X242S;32;23,68;Top
71864404;4;XL;45;37,35;Top
82945602;1;30W/32L;65;50,05;Pants
37533089;3;32W/32L;56;48,72;Pants
48623840;9;32A;41;31,16;Bra
94337852;8;36DD;48;35,52;Bra
61010259;6;25-30;7;5,67;Socks
43821110;7;3XL;66;48,84;Top
17130140;9;36W/34L;67;57,62;Pants
27350720;7;28W/30L;114;95,76;Pants
12737152;9;32W/32L;59;49,56;Pants
98077344;1;32C;38;26,6;Bra
41988075;7;2XL;63;54,81;Top
56838610;5;32BB;48;40,8;Bra
38151521;1;30-36;9;6,84;Socks
43749478;9;One Size;7;5,18;Socks
98859786;7;32C;55;39,05;Bra
62734188;3;One Size;8;5,6;Socks
47135045;9;M;50;42;Top
12737152;2;32W/32L;59;49,56;Pants
65102804;2;X242S;72;59,76;Top
26172349;9;One Size;8;6,32;Socks
20238725;2;One Size;10;8,6;Socks
85953123;0;32W/32L;73;61,32;Pants
20082328;7;25-30;13;10,01;Socks
36792183;0;2XL;52;37,44;Top
40487639;5;3XS;45;31,5;Top
17357723;8;32C;30;23,7;Bra
12547035;2;One Size;11;9,24;Socks
13721035;4;M;29;23,2;Top
90513139;5;One Size;7;4,97;Socks
81150503;0;One Size;7;5,46;Socks
76218121;5;30W/32L;92;77,28;Pants
76521211;4;25-30;10;8,8;Socks
40642664;7;30-36;14;12,18;Socks
97584311;2;36D;55;43,45;Bra
22322658;2;XL;42;30,24;Top
37533089;5;32W/32L;56;48,72;Pants
83542926;3;One Size;11;9,35;Socks
47634677;4;36C;67;50,25;Bra
88725642;2;25-30;8;6,4;Socks
35626922;9;3XL;67;55,61;Top
98559854;3;34W/34L;43;30,1;Pants
12069170;0;32B;30;26,7;Bra
85899027;0;36D;38;26,6;Bra
71864404;5;XL;45;37,35;Top
11397733;4;32W/32L;80;64,8;Pants
39639736;7;36DD;46;39,56;Bra
27350720;7;28W/30L;114;95,76;Pants
62734188;8;One Size;8;5,6;Socks
24732771;6;34W/34L;70;49;Pants
12153824;3;25-30;6;5,04;Socks
90013098;7;3XS;50;39,5;Top
71106464;7;36D;52;37,96;Bra
38949408;1;28W/30L;65;55,9;Pants
34676123;9;36DD;53;38,69;Bra
98077344;1;32C;38;26,6;Bra
98077344;9;32C;38;26,6;Bra
87344664;0;25-30;12;8,76;Socks
32276576;3;36DD;62;51,46;Bra
17946634;0;25-30;12;9,6;Socks
39785001;4;S;27;19,98;Top
52091023;7;30-36;6;4,86;Socks
67785212;6;30-36;10;7,3;Socks
17357723;6;32C;30;23,7;Bra
88547337;8;32A;37;27,01;Bra
71864404;0;XL;45;37,35;Top
28419371;9;S;26;18,46;Top
83387129;6;25-30;5;3,65;Socks
67216159;9;25-30;12;10,68;Socks
75157219;0;36DD;44;36,08;Bra
21277357;1;25-30;9;7,2;Socks
28673434;3;XL;52;44,72;Top
46402712;2;34W/34L;84;71,4;Pants
22537589;4;L;43;33,11;Top
88313115;6;L;32;26,24;Top
13721035;5;M;29;23,2;Top
88313115;8;L;32;26,24;Top
90513139;1;One Size;7;4,97;Socks
89542156;2;3XS;32;25,28;Top
24445779;8;M;55;45,65;Top
51675931;6;32C;64;51,2;Bra
15101849;7;32BB;58;44,08;Bra
60729314;9;32C;33;23,1;Bra
43821110;9;3XL;66;48,84;Top
86588000;0;One Size;7;6,02;Socks
10668284;9;S;65;53,3;Top
54685749;5;S;27;20,52;Top
58384059;7;2XL;42;33,6;Top
43749478;4;One Size;7;5,18;Socks
81423380;6;32W/32L;53;44,52;Pants
84878161;8;32W/32L;75;55,5;Pants
13836303;5;32C;31;23,56;Bra
14149936;9;32W/32L;98;72,52;Pants
97303969;4;36D;50;35,5;Bra
98859786;5;32C;55;39,05;Bra
39775115;2;25-30;14;10,36;Socks
31604717;1;30W/32L;110;82,5;Pants
88313115;6;L;32;26,24;Top
84878161;0;32W/32L;75;55,5;Pants
15942311;0;32W/32L;43;30,53;Pants
28526060;0;3XS;48;36,48;Top
42907883;6;30-36;11;9,46;Socks
39775115;4;25-30;14;10,36;Socks
93130180;1;28W/30L;82;64,78;Pants
17130140;9;36W/34L;67;57,62;Pants
97102674;6;36W/34L;95;67,45;Pants
87748663;5;One Size;10;7,2;Socks
73542148;9;32C;55;40,7;Bra
98646419;2;32W/32L;94;78,96;Pants
39043552;9;25-30;13;11,57;Socks
16264541;9;36D;36;27,72;Bra
46949359;0;28W/30L;109;97,01;Pants
47135045;7;M;50;42;Top
73118782;1;L;23;17,48;Top
88725642;5;25-30;8;6,4;Socks
26626034;0;32BB;59;41,3;Bra
47135045;2;M;50;42;Top
67216159;7;25-30;12;10,68;Socks
73990844;4;XL;30;25,5;Top
92352394;5;34W/34L;115;101,2;Pants
22537589;9;L;43;33,11;Top
88120533;1;36C;41;35,26;Bra
14772304;1;36C;50;38,5;Bra
36792183;6;2XL;52;37,44;Top
46949359;0;28W/30L;109;97,01;Pants
88313115;1;L;32;26,24;Top
75592916;8;L;74;53,28;Top
72960305;1;30-36;6;5,1;Socks
83981664;8;S;59;44,84;Top
43825232;0;32A;42;35,28;Bra
89654012;5;2XS;39;28,86;Top
26626034;5;32BB;59;41,3;Bra
12547035;8;One Size;11;9,24;Socks
62244011;9;32W/32L;109;95,92;Pants
70334086;5;25-30;11;9,02;Socks
43821110;9;3XL;66;48,84;Top
12547035;9;One Size;11;9,24;Socks
89542156;0;3XS;32;25,28;Top
38949408;4;28W/30L;65;55,9;Pants
48088795;2;36W/34L;76;56,24;Pants
80427556;0;36W/34L;59;50,15;Pants
50398178;0;One Size;10;7,2;Socks
88120533;2;36C;41;35,26;Bra
43825232;0;32A;42;35,28;Bra
21269595;3;36DD;49;34,79;Bra
20082328;4;25-30;13;10,01;Socks
48088795;4;36W/34L;76;56,24;Pants
71462253;4;34W/34L;41;30,34;Pants
39396776;8;36C;69;53,13;Bra
52236776;7;25-30;13;9,23;Socks
39432883;0;32BB;46;39,56;Bra
71045618;9;36W/34L;49;39,2;Pants
67063788;2;25-30;8;7,12;Socks
83007387;0;M;25;18,5;Top
41910364;2;25-30;6;4,98;Socks
35060855;4;36C;67;59,63;Bra
39432883;8;32BB;46;39,56;Bra
97102674;3;36W/34L;95;67,45;Pants
56010158;2;32BB;63;51,66;Bra
28526060;0;3XS;48;36,48;Top
74344301;4;30W/32L;110;93,5;Pants
13786223;4;32A;69;61,41;Bra
43821110;2;3XL;66;48,84;Top
92352394;0;34W/34L;115;101,2;Pants
96402420;8;36C;35;30,45;Bra
12363151;0;3XS;29;22,62;Top
24455418;0;X242S;23;16,79;Top
28419371;7;S;26;18,46;Top
93130180;7;28W/30L;82;64,78;Pants
51306272;3;XL;53;37,1;Top
94337852;0;36DD;48;35,52;Bra
34942106;5;One Size;12;8,4;Socks
89542156;9;3XS;32;25,28;Top
47135045;4;M;50;42;Top
93713532;5;2XS;22;19,14;Top
12737152;5;32W/32L;59;49,56;Pants
39639736;0;36DD;46;39,56;Bra
62718079;2;2XL;27;18,9;Top
76521211;6;25-30;10;8,8;Socks
81423380;4;32W/32L;53;44,52;Pants
40792150;0;36C;37;32,56;Bra
20082328;6;25-30;13;10,01;Socks
17357723;6;32C;30;23,7;Bra
24843544;8;2XS;46;35,42;Top
95071811;7;30W/32L;102;80,58;Pants
74293195;0;32A;43;34,4;Bra
37533089;0;32W/32L;56;48,72;Pants
19397574;1;30W/32L;119;102,34;Pants
74344301;2;30W/32L;110;93,5;Pants
47135045;5;M;50;42;Top
71655109;2;30W/32L;104;88,4;Pants
71106464;4;36D;52;37,96;Bra
21562777;8;L;47;39,01;Top
71864404;9;XL;45;37,35;Top
73990844;9;XL;30;25,5;Top
75592916;1;L;74;53,28;Top
22322658;4;XL;42;30,24;Top
72960305;7;30-36;6;5,1;Socks
94337852;6;36DD;48;35,52;Bra
61369024;8;25-30;12;8,4;Socks
83359696;0;32W/32L;109;76,3;Pants
32233049;0;28W/30L;107;94,16;Pants
93217748;5;25-30;11;8,03;Socks
20580459;6;One Size;5;3,8;Socks
77942251;0;32C;60;51,6;Bra
11397733;8;32W/32L;80;64,8;Pants
71864404;6;XL;45;37,35;Top
13721035;1;M;29;23,2;Top
49461268;2;25-30;10;7,5;Socks
28980942;1;25-30;11;9,79;Socks
65102804;7;X242S;72;59,76;Top
50059842;8;L;40;34,4;Top
20082328;5;25-30;13;10,01;Socks
24445779;2;M;55;45,65;Top
59424849;0;30-36;12;9;Socks
28640111;5;36DD;31;27,28;Bra
16747010;1;36W/34L;83;73,04;Pants
62933597;5;30-36;9;6,75;Socks
86524661;3;34W/34L;81;58,32;Pants
60532016;9;25-30;12;10,2;Socks
92389896;6;32C;56;48,72;Bra
93130180;1;28W/30L;82;64,78;Pants
36027784;8;28W/30L;108;93,96;Pants
15942311;6;32W/32L;43;30,53;Pants
20028381;0;XL;43;35,69;Top
32276576;5;36DD;62;51,46;Bra
95071811;1;30W/32L;102;80,58;Pants
15101849;0;32BB;58;44,08;Bra
47394035;1;M;36;30,24;Top
83542926;7;One Size;11;9,35;Socks
61441530;1;30W/32L;57;46,17;Pants
98559854;0;34W/34L;43;30,1;Pants
13721035;4;M;29;23,2;Top
20466176;6;28W/30L;49;36,75;Pants
65102804;3;X242S;72;59,76;Top
19397574;0;30W/32L;119;102,34;Pants
52091023;8;30-36;6;4,86;Socks
37963165;9;L;75;64,5;Top
74344301;1;30W/32L;110;93,5;Pants
87344664;8;25-30;12;8,76;Socks
98859786;4;32C;55;39,05;Bra
56010158;2;32BB;63;51,66;Bra
83981664;9;S;59;44,84;Top
17946634;4;25-30;12;9,6;Socks
88120533;0;36C;41;35,26;Bra
40642664;2;30-36;14;12,18;Socks
85696766;9;One Size;14;10,78;Socks
47135045;6;M;50;42;Top
67913743;5;25-30;7;5,46;Socks
58189628;5;3XS;33;27,72;Top
13721035;1;M;29;23,2;Top
35060855;0;36C;67;59,63;Bra
16264541;9;36D;36;27,72;Bra
43821110;6;3XL;66;48,84;Top
72960305;3;30-36;6;5,1;Socks
12663222;0;32A;44;31,24;Bra
58189628;5;3XS;33;27,72;Top
85358233;3;One Size;7;5,6;Socks
46402712;4;34W/34L;84;71,4;Pants
15101849;4;32BB;58;44,08;Bra
17177948;6;One Size;7;5,46;Socks
97102674;1;36W/34L;95;67,45;Pants
76218121;0;30W/32L;92;77,28;Pants
85696766;5;One Size;14;10,78;Socks
47935744;7;One Size;5;4,05;Socks
12737152;1;32W/32L;59;49,56;Pants
90513139;1;One Size;7;4,97;Socks
27350720;4;28W/30L;114;95,76;Pants
16264541;3;36D;36;27,72;Bra
12363151;7;3XS;29;22,62;Top
43825232;6;32A;42;35,28;Bra
13786223;5;32A;69;61,41;Bra
72960305;4;30-36;6;5,1;Socks
41168008;1;25-30;10;7,8;Socks
81298723;6;30-36;10;8;Socks
58189628;4;3XS;33;27,72;Top
67913743;8;25-30;7;5,46;Socks
65259673;2;30-36;7;4,97;Socks
97102674;5;36W/34L;95;67,45;Pants
85696766;2;One Size;14;10,78;Socks
67525239;5;30W/32L;62;45,26;Pants
32276576;5;36DD;62;51,46;Bra
24455418;9;X242S;23;16,79;Top
32276576;5;36DD;62;51,46;Bra
21277357;6;25-30;9;7,2;Socks
12663222;5;32A;44;31,24;Bra
45759707;6;M;57;40,47;Top
40487639;5;3XS;45;31,5;Top
84878161;2;32W/32L;75;55,5;Pants
28980942;6;25-30;11;9,79;Socks
91640641;7;32B;30;21,6;Bra
71864404;7;XL;45;37,35;Top
68689815;8;36DD;46;35,42;Bra
83230777;4;X242S;32;23,68;Top
48088795;1;36W/34L;76;56,24;Pants
12069170;8;32B;30;26,7;Bra
94458957;5;28W/30L;96;83,52;Pants
24144114;7;30-36;7;4,9;Socks
50377032;0;30-36;14;10,22;Socks
24843544;9;2XS;46;35,42;Top
93130180;0;28W/30L;82;64,78;Pants
97102674;9;36W/34L;95;67,45;Pants
20238725;5;One Size;10;8,6;Socks
81776879;2;36W/34L;76;62,32;Pants
89542156;8;3XS;32;25,28;Top
24445779;2;M;55;45,65;Top
14149936;3;32W/32L;98;72,52;Pants
85696766;6;One Size;14;10,78;Socks
17946634;8;25-30;12;9,6;Socks
47394035;0;M;36;30,24;Top
91640641;8;32B;30;21,6;Bra
37440646;7;36D;44;30,8;Bra
98859786;9;32C;55;39,05;Bra
15942311;0;32W/32L;43;30,53;Pants
41168008;6;25-30;10;7,8;Socks
81298723;0;30-36;10;8;Socks
14149936;6;32W/32L;98;72,52;Pants
89674512;7;M;70;51,1;Top
50398178;2;One Size;10;7,2;Socks
16928132;7;28W/30L;118;102,66;Pants
27488467;3;36W/34L;44;32,12;Pants
46949359;0;28W/30L;109;97,01;Pants
82550627;3;3XS;60;49,2;Top
46744803;0;L;73;58,4;Top
30948315;3;3XL;66;52,8;Top
97102674;5;36W/34L;95;67,45;Pants
74001466;6;32A;58;48,72;Bra
58384059;7;2XL;42;33,6;Top
47135045;7;M;50;42;Top
38151521;4;30-36;9;6,84;Socks
20466176;5;28W/30L;49;36,75;Pants
89984241;3;30-36;5;3,6;Socks
76218121;5;30W/32L;92;77,28;Pants
93713532;2;2XS;22;19,14;Top
87344664;9;25-30;12;8,76;Socks
39142757;4;XL;36;30,96;Top
71462253;9;34W/34L;41;30,34;Pants
92389896;9;32C;56;48,72;Bra
85696766;3;One Size;14;10,78;Socks
62734188;0;One Size;8;5,6;Socks
86588000;7;One Size;7;6,02;Socks
97303969;2;36D;50;35,5;Bra
64715185;6;32C;31;23,25;Bra
17078879;9;32BB;40;30,8;Bra
68689815;0;36DD;46;35,42;Bra
82550627;1;3XS;60;49,2;Top
77942251;1;32C;60;51,6;Bra
50398178;0;One Size;10;7,2;Socks
85953123;4;32W/32L;73;61,32;Pants
43821110;8;3XL;66;48,84;Top
34676123;6;36DD;53;38,69;Bra
93130180;1;28W/30L;82;64,78;Pants
20082328;7;25-30;13;10,01;Socks
28526060;9;3XS;48;36,48;Top
17177948;3;One Size;7;5,46;Socks
15012921;9;M;43;32,68;Top
98077344;7;32C;38;26,6;Bra
51215839;2;28W/30L;84;69,72;Pants
68744567;7;30-36;9;6,66;Socks
51215839;0;28W/30L;84;69,72;Pants
17078879;4;32BB;40;30,8;Bra
40310545;8;3XS;61;48,19;Top
93130180;6;28W/30L;82;64,78;Pants
67525239;2;30W/32L;62;45,26;Pants
83387129;3;25-30;5;3,65;Socks
68508677;4;36D;44;31,24;Bra
24843544;2;2XS;46;35,42;Top
94337852;7;36DD;48;35,52;Bra
46402712;0;34W/34L;84;71,4;Pants
21269595;8;36DD;49;34,79;Bra
96402420;0;36C;35;30,45;Bra
56010158;7;32BB;63;51,66;Bra
36050933;5;3XS;62;55,18;Top
98646419;8;32W/32L;94;78,96;Pants
81298723;1;30-36;10;8;Socks
75303460;2;36W/34L;67;51,59;Pants
21277357;8;25-30;9;7,2;Socks
34676123;2;36DD;53;38,69;Bra
42279958;5;X242S;66;50,82;Top
55941502;6;3XS;25;20,5;Top
40792150;0;36C;37;32,56;Bra
51215839;5;28W/30L;84;69,72;Pants
37963165;6;L;75;64,5;Top
55941502;2;3XS;25;20,5;Top
10668284;8;S;65;53,3;Top
16264541;9;36D;36;27,72;Bra
47634677;2;36C;67;50,25;Bra
17078879;7;32BB;40;30,8;Bra
37440646;5;36D;44;30,8;Bra
17177948;7;One Size;7;5,46;Socks
52091023;0;30-36;6;4,86;Socks
12737152;3;32W/32L;59;49,56;Pants
24732771;2;34W/34L;70;49;Pants
98077344;1;32C;38;26,6;Bra
56372134;5;One Size;14;11,76;Socks
71574686;9;30-36;14;10,78;Socks
31258423;8;25-30;8;6,8;Socks
24843544;3;2XS;46;35,42;Top
67785212;0;30-36;10;7,3;Socks
76218121;1;30W/32L;92;77,28;Pants
73542148;7;32C;55;40,7;Bra
89542156;8;3XS;32;25,28;Top
15101849;7;32BB;58;44,08;Bra
85899027;6;36D;38;26,6;Bra
31258423;0;25-30;8;6,8;Socks
43825232;1;32A;42;35,28;Bra
92504514;1;3XS;25;21;Top
55904128;9;XXS;53;37,1;Top
71045618;8;36W/34L;49;39,2;Pants
39396776;5;36C;69;53,13;Bra
93130180;5;28W/30L;82;64,78;Pants
37533089;5;32W/32L;56;48,72;Pants
88725642;4;25-30;8;6,4;Socks
37963165;3;L;75;64,5;Top
92504514;3;3XS;25;21;Top
98559854;8;34W/34L;43;30,1;Pants
71045618;3;36W/34L;49;39,2;Pants
55941502;0;3XS;25;20,5;Top
56010158;2;32BB;63;51,66;Bra
39597304;3;XXS;66;47,52;Top
28673434;4;XL;52;44,72;Top
98859786;3;32C;55;39,05;Bra
80427556;7;36W/34L;59;50,15;Pants
60532016;2;25-30;12;10,2;Socks
96402420;7;36C;35;30,45;Bra
24455418;6;X242S;23;16,79;Top
87344664;1;25-30;12;8,76;Socks
84878161;5;32W/32L;75;55,5;Pants
37687754;5;One Size;7;5,32;Socks
83359696;1;32W/32L;109;76,3;Pants
17946634;0;25-30;12;9,6;Socks
98646419;4;32W/32L;94;78,96;Pants
48623840;3;32A;41;31,16;Bra
50377032;8;30-36;14;10,22;Socks
30661550;5;32A;64;53,12;Bra
82550627;1;3XS;60;49,2;Top
40792150;1;36C;37;32,56;Bra
14772304;5;36C;50;38,5;Bra
70334086;4;25-30;11;9,02;Socks
80427556;4;36W/34L;59;50,15;Pants
82945602;1;30W/32L;65;50,05;Pants
36027784;8;28W/30L;108;93,96;Pants
37687754;5;One Size;7;5,32;Socks
98077344;1;32C;38;26,6;Bra
51675931;1;32C;64;51,2;Bra
59634869;7;32BB;61;48,19;Bra
13786223;7;32A;69;61,41;Bra
76722897;5;34W/34L;83;59,76;Pants
56010158;3;32BB;63;51,66;Bra
52236776;9;25-30;13;9,23;Socks
37687754;5;One Size;7;5,32;Socks
71462253;6;34W/34L;41;30,34;Pants
12069170;5;32B;30;26,7;Bra
20466176;4;28W/30L;49;36,75;Pants
29251150;1;30W/32L;56;48,72;Pants
43821110;6;3XL;66;48,84;Top
74293195;0;32A;43;34,4;Bra
14149936;1;32W/32L;98;72,52;Pants
37440646;8;36D;44;30,8;Bra
68689815;5;36DD;46;35,42;Bra
17946634;8;25-30;12;9,6;Socks
92917892;3;25-30;6;4,8;Socks
51306272;6;XL;53;37,1;Top
97584311;4;36D;55;43,45;Bra
28526060;7;3XS;48;36,48;Top
97584311;7;36D;55;43,45;Bra
58189628;0;3XS;33;27,72;Top
23181573;3;XXS;70;58,8;Top
29251150;8;30W/32L;56;48,72;Pants
20580459;3;One Size;5;3,8;Socks
38949408;4;28W/30L;65;55,9;Pants
20238725;9;One Size;10;8,6;Socks
47394035;6;M;36;30,24;Top
67525239;9;30W/32L;62;45,26;Pants
88725642;3;25-30;8;6,4;Socks
17177948;3;One Size;7;5,46;Socks
28640111;4;36DD;31;27,28;Bra
88313115;5;L;32;26,24;Top
74001466;9;32A;58;48,72;Bra
28526060;2;3XS;48;36,48;Top
20082328;3;25-30;13;10,01;Socks
15942311;7;32W/32L;43;30,53;Pants
65102804;2;X242S;72;59,76;Top
93713532;2;2XS;22;19,14;Top
64715185;3;32C;31;23,25;Bra
48623840;4;32A;41;31,16;Bra
39043552;9;25-30;13;11,57;Socks
16747010;3;36W/34L;83;73,04;Pants
41910364;2;25-30;6;4,98;Socks
80427556;3;36W/34L;59;50,15;Pants
71106464;6;36D;52;37,96;Bra
35060855;1;36C;67;59,63;Bra
27350720;2;28W/30L;114;95,76;Pants
83359696;2;32W/32L;109;76,3;Pants
20238725;6;One Size;10;8,6;Socks
43825232;8;32A;42;35,28;Bra
88313115;4;L;32;26,24;Top
58744201;5;32C;45;34,2;Bra
75303460;2;36W/34L;67;51,59;Pants
67913743;1;25-30;7;5,46;Socks
80848611;0;34W/34L;108;75,6;Pants
17177948;6;One Size;7;5,46;Socks
21562777;6;L;47;39,01;Top
92917892;2;25-30;6;4,8;Socks
17946634;8;25-30;12;9,6;Socks
55904128;7;XXS;53;37,1;Top
32968856;6;One Size;5;4,2;Socks
68744567;0;30-36;9;6,66;Socks
62718079;5;2XL;27;18,9;Top
77942251;3;32C;60;51,6;Bra
80848611;6;34W/34L;108;75,6;Pants
47935744;1;One Size;5;4,05;Socks
45759707;4;M;57;40,47;Top
81423380;8;32W/32L;53;44,52;Pants
93271958;7;M;79;65,57;Top
41910364;0;25-30;6;4,98;Socks
46744803;8;L;73;58,4;Top
28640111;5;36DD;31;27,28;Bra
62244011;3;32W/32L;109;95,92;Pants
74344301;3;30W/32L;110;93,5;Pants
10668284;9;S;65;53,3;Top
96402420;4;36C;35;30,45;Bra
45497420;3;32B;30;22,8;Bra
86877334;2;32A;67;47,57;Bra
97303969;0;36D;50;35,5;Bra
94620210;2;XL;21;15,33;Top
26626034;1;32BB;59;41,3;Bra
69702672;6;25-30;8;5,76;Socks
46949359;3;28W/30L;109;97,01;Pants
15942311;2;32W/32L;43;30,53;Pants
30948315;2;3XL;66;52,8;Top
17946634;3;25-30;12;9,6;Socks
